Diretório Nacional,01.307.059/0001-90,,,15/08/2014,000290100000BR000001,100,Estimado,,RUI COSTA PIMENTA,29,Presidente,PCO,BRASIL,Fundo Partidário
Diretório Nacional,01.307.059/0001-90,,,03/10/2014,000290100000BR000004,88,Estimado,,RUI COSTA PIMENTA,29,Presidente,PCO,BRASIL,Fundo Partidário
Diretório Nacional,01.307.059/0001-90,,,27/08/2014,000290100000BR000003,6.900,Estimado,,RUI COSTA PIMENTA,29,Presidente,PCO,BRASIL,Fundo Partidário
Diretório Nacional,01.307.059/0001-90,,,27/08/2014,000290100000BR000002,3.450,Estimado,,RUI COSTA PIMENTA,29,Presidente,PCO,BRASIL,Fundo Partidário
